datetime,symbol,open,high,low,close,volume
2009-03-12 05:30:00,NYSE:DRQ,23.27,25.5,23.0,25.21001,748092.0
2009-03-13 05:30:00,NYSE:DRQ,24.11,25.75999,24.11,25.10001,473289.0
2009-03-16 05:30:00,NYSE:DRQ,25.38,26.25,25.34,25.48,574768.0
2009-03-17 05:30:00,NYSE:DRQ,25.72,25.97,24.85001,25.62,696859.0
2009-03-18 05:30:00,NYSE:DRQ,25.42,27.2005,25.07001,26.87,529777.0
2009-03-19 05:30:00,NYSE:DRQ,27.75,30.64,27.74001,29.17999,930695.0
2009-03-20 05:30:00,NYSE:DRQ,29.03999,29.47,27.0,27.03,811917.0
2009-03-23 05:30:00,NYSE:DRQ,27.72,30.53,27.72,30.53,1108449.0
2009-03-24 05:30:00,NYSE:DRQ,29.97,31.35001,29.66,30.72,1035228.0
2009-03-25 05:30:00,NYSE:DRQ,30.74001,32.27991,29.97,31.52,1006046.0
2009-03-26 05:30:00,NYSE:DRQ,32.25,33.22,31.52,32.62,978276.0
2009-03-27 05:30:00,NYSE:DRQ,32.44,32.44,30.71001,30.99001,559349.0
2009-03-30 05:30:00,NYSE:DRQ,30.57001,30.97,29.36,30.64,987701.0
2009-03-31 05:30:00,NYSE:DRQ,31.32001,31.64999,30.248,30.7,815833.0
2009-04-01 05:30:00,NYSE:DRQ,30.0,30.69,29.31,30.25999,876377.0
2009-04-02 05:30:00,NYSE:DRQ,31.71001,33.37,31.71001,32.69,775226.0
2009-04-03 05:30:00,NYSE:DRQ,32.44,33.66,31.71001,32.8,710677.0
2009-04-06 05:30:00,NYSE:DRQ,31.8,32.46001,30.87,31.67999,550602.0
2009-04-07 05:30:00,NYSE:DRQ,31.07001,32.17999,30.49001,31.74001,533542.0
2009-04-08 05:30:00,NYSE:DRQ,31.85001,32.58,31.37,32.25,625460.0
2009-04-09 05:30:00,NYSE:DRQ,33.13,34.24001,32.84,33.59,608993.0
2009-04-13 05:30:00,NYSE:DRQ,33.03999,33.03999,31.89,32.53999,540779.0
2009-04-14 05:30:00,NYSE:DRQ,32.28,32.94,31.21001,31.75999,483146.0
2009-04-15 05:30:00,NYSE:DRQ,31.66,32.03,31.12,31.46001,552726.0
2009-04-16 05:30:00,NYSE:DRQ,31.87,32.62,31.09,32.27,500419.0
2009-04-17 05:30:00,NYSE:DRQ,32.21001,32.66,31.67999,32.41,553325.0
2009-04-20 05:30:00,NYSE:DRQ,31.28,31.66,30.5,30.84,662319.0
2009-04-21 05:30:00,NYSE:DRQ,30.61,32.67,30.24001,32.66,447453.0
2009-04-22 05:30:00,NYSE:DRQ,32.11,33.78,31.94,32.97,424168.0
2009-04-23 05:30:00,NYSE:DRQ,33.41,33.67,32.02,32.62,477882.0
2009-04-24 05:30:00,NYSE:DRQ,33.21001,34.49001,33.05,34.10001,355122.0
2009-04-27 05:30:00,NYSE:DRQ,33.28,33.28,32.28,32.88,471072.0
2009-04-28 05:30:00,NYSE:DRQ,32.44,32.75999,31.46001,32.50999,499077.0
2009-04-29 05:30:00,NYSE:DRQ,32.89999,34.74001,32.78,34.42,605502.0
2009-04-30 05:30:00,NYSE:DRQ,34.63,35.37,33.47,34.38,665056.0
2009-05-01 05:30:00,NYSE:DRQ,34.42,36.73,34.10001,35.67,545105.0
2009-05-04 05:30:00,NYSE:DRQ,35.99001,37.67,35.99001,37.45,517378.0
2009-05-05 05:30:00,NYSE:DRQ,37.39,37.58,36.32001,37.52,310357.0
2009-05-06 05:30:00,NYSE:DRQ,38.21001,38.78999,37.19,38.36,448111.0
2009-05-07 05:30:00,NYSE:DRQ,39.13,39.86,36.28999,36.92999,481222.0
2009-05-08 05:30:00,NYSE:DRQ,37.64999,40.88,37.48,40.82001,802461.0
2009-05-11 05:30:00,NYSE:DRQ,40.05,40.49001,38.52,40.17,696541.0
2009-05-12 05:30:00,NYSE:DRQ,39.34,40.39,38.83,39.31,754194.0
2009-05-13 05:30:00,NYSE:DRQ,38.59,39.12,37.175,37.27,440656.0
2009-05-14 05:30:00,NYSE:DRQ,37.25,39.72,37.02,39.24001,570251.0
2009-05-15 05:30:00,NYSE:DRQ,39.2,40.35001,38.92,39.45,642203.0
2009-05-18 05:30:00,NYSE:DRQ,40.11,41.42,40.11,41.3,536894.0
2009-05-19 05:30:00,NYSE:DRQ,41.31,42.55,40.52,41.78999,258843.0
2009-05-20 05:30:00,NYSE:DRQ,42.27,43.37,40.34,40.61,605946.0
2009-05-21 05:30:00,NYSE:DRQ,39.60001,40.13879,38.647,39.32001,385139.0
2009-05-22 05:30:00,NYSE:DRQ,39.7,40.34,39.24001,39.28,302584.0
2009-05-26 05:30:00,NYSE:DRQ,38.34,40.81,38.3,40.66,508923.0
2009-05-27 05:30:00,NYSE:DRQ,40.5,41.67999,40.34,40.7,405689.0
2009-05-28 05:30:00,NYSE:DRQ,41.16,41.78999,39.22,40.52,640727.0
2009-05-29 05:30:00,NYSE:DRQ,40.78,41.66499,40.53,41.32001,624200.0
2009-06-01 05:30:00,NYSE:DRQ,42.28,44.77,42.28,44.49001,388370.0
2009-06-02 05:30:00,NYSE:DRQ,44.62,46.39999,44.00999,44.19,1005709.0
2009-06-03 05:30:00,NYSE:DRQ,43.23,43.33,40.52,41.34,375031.0
2009-06-04 05:30:00,NYSE:DRQ,41.73,43.85001,41.60001,43.46001,303174.0
2009-06-05 05:30:00,NYSE:DRQ,43.89999,44.41,41.87,42.25999,296128.0
2009-06-08 05:30:00,NYSE:DRQ,41.75,41.75,39.78,41.02,356542.0
2009-06-09 05:30:00,NYSE:DRQ,41.60001,41.73,40.03999,41.05,503218.0
2009-06-10 05:30:00,NYSE:DRQ,41.75999,42.1794,40.84,41.3,403599.0
2009-06-11 05:30:00,NYSE:DRQ,41.50999,42.39,41.25011,41.81,365669.0
2009-06-12 05:30:00,NYSE:DRQ,41.67999,41.67999,39.53999,40.00999,509645.0
2009-06-15 05:30:00,NYSE:DRQ,39.69,39.69,38.3,39.39,470111.0
2009-06-16 05:30:00,NYSE:DRQ,40.10001,40.315,38.58,38.94,483789.0
2009-06-17 05:30:00,NYSE:DRQ,38.83,38.92,37.17999,38.44,404408.0
2009-06-18 05:30:00,NYSE:DRQ,38.27,38.73,37.53999,38.14,215873.0
2009-06-19 05:30:00,NYSE:DRQ,38.64999,39.08,37.85001,38.52,1067184.0
2009-06-22 05:30:00,NYSE:DRQ,37.825,37.825,35.32001,35.34,581111.0
2009-06-23 05:30:00,NYSE:DRQ,35.60001,36.35001,35.12,35.56,321896.0
2009-06-24 05:30:00,NYSE:DRQ,35.75,36.87,35.60001,36.19,450559.0
2009-06-25 05:30:00,NYSE:DRQ,36.0,37.89999,35.92999,37.88,365946.0
2009-06-26 05:30:00,NYSE:DRQ,37.75,38.55,37.28999,38.35001,455380.0
2009-06-29 05:30:00,NYSE:DRQ,38.5,39.55721,38.17,38.39,306306.0
2009-06-30 05:30:00,NYSE:DRQ,38.33,39.28999,38.00999,38.10001,340339.0
2009-07-01 05:30:00,NYSE:DRQ,38.5,39.48199,38.22,38.37,240616.0
2009-07-02 05:30:00,NYSE:DRQ,37.17999,37.34,35.95,35.95,533907.0
2009-07-06 05:30:00,NYSE:DRQ,35.39,35.87,34.17999,35.75999,341052.0
2009-07-07 05:30:00,NYSE:DRQ,35.94,36.7,35.38,35.62,491766.0
2009-07-08 05:30:00,NYSE:DRQ,35.67999,35.78,33.9501,35.13,335508.0
2009-07-09 05:30:00,NYSE:DRQ,35.69,36.67,34.95,35.91,341029.0
2009-07-10 05:30:00,NYSE:DRQ,35.09,35.94,34.81,35.72,215444.0
2009-07-13 05:30:00,NYSE:DRQ,35.77,36.89,34.49001,36.83,269217.0
2009-07-14 05:30:00,NYSE:DRQ,37.12,37.81,36.95,37.75999,232343.0
2009-07-15 05:30:00,NYSE:DRQ,38.17,39.71001,38.17,39.21001,792456.0
2009-07-16 05:30:00,NYSE:DRQ,39.00999,40.67999,38.41,40.47,370162.0
2009-07-17 05:30:00,NYSE:DRQ,40.5,41.34,39.78,40.96001,223783.0
2009-07-20 05:30:00,NYSE:DRQ,41.32001,41.8,40.55,40.95,373533.0
2009-07-21 05:30:00,NYSE:DRQ,41.39,41.78,40.17999,40.91,362325.0
2009-07-22 05:30:00,NYSE:DRQ,40.16,40.67,39.14,40.19,355949.0
2009-07-23 05:30:00,NYSE:DRQ,39.99001,42.28999,39.9017,42.02,367192.0
2009-07-24 05:30:00,NYSE:DRQ,41.78,42.39999,41.16,42.19,214394.0
2009-07-27 05:30:00,NYSE:DRQ,42.19,43.0,41.5,42.82001,410625.0
2009-07-28 05:30:00,NYSE:DRQ,42.14999,42.50999,41.0,42.49001,308974.0
2009-07-29 05:30:00,NYSE:DRQ,41.60001,41.62,40.13,40.22,284729.0
2009-07-30 05:30:00,NYSE:DRQ,40.89999,41.61,40.33,41.16,278617.0
2009-07-31 05:30:00,NYSE:DRQ,40.77,42.85001,40.48,42.28999,294506.0
2009-08-03 05:30:00,NYSE:DRQ,43.10001,43.98,43.10001,43.88,286926.0
2009-08-04 05:30:00,NYSE:DRQ,43.41,44.02,42.78,43.25999,308670.0
2009-08-05 05:30:00,NYSE:DRQ,43.14999,43.50999,41.60001,42.32001,292840.0
2009-08-06 05:30:00,NYSE:DRQ,42.32001,42.99001,41.35001,42.75,437079.0
2009-08-07 05:30:00,NYSE:DRQ,43.5,43.98,42.05,42.24001,262482.0
2009-08-10 05:30:00,NYSE:DRQ,41.81,42.47,41.3,41.78,226030.0
2009-08-11 05:30:00,NYSE:DRQ,41.67,41.97,39.67,39.71001,424583.0
2009-08-12 05:30:00,NYSE:DRQ,39.87,40.71001,39.8,40.13,286932.0
2009-08-13 05:30:00,NYSE:DRQ,40.74001,41.07001,39.82001,41.07001,290999.0
2009-08-14 05:30:00,NYSE:DRQ,40.91,40.92999,39.7,40.19,624861.0
2009-08-17 05:30:00,NYSE:DRQ,39.31,39.58,37.72,38.17,299697.0
2009-08-18 05:30:00,NYSE:DRQ,38.52,39.50999,38.17999,39.31,192729.0
2009-08-19 05:30:00,NYSE:DRQ,38.36,41.25999,38.23,41.19,270102.0
2009-08-20 05:30:00,NYSE:DRQ,41.16,43.42999,40.67999,43.03,440365.0
2009-08-21 05:30:00,NYSE:DRQ,43.71001,44.48,43.56,44.05,262662.0
2009-08-24 05:30:00,NYSE:DRQ,44.49001,45.3,44.34,45.23,274939.0
2009-08-25 05:30:00,NYSE:DRQ,45.42,45.42999,43.83,44.21001,242926.0
2009-08-26 05:30:00,NYSE:DRQ,43.94,44.44,43.2,43.92,121994.0
2009-08-27 05:30:00,NYSE:DRQ,43.8,43.8,42.06,43.24001,212526.0
2009-08-28 05:30:00,NYSE:DRQ,43.85001,44.52,43.13,44.03999,154733.0
2009-08-31 05:30:00,NYSE:DRQ,43.45,43.48,42.00999,42.66,286773.0
2009-09-01 05:30:00,NYSE:DRQ,42.10001,42.8,41.02,41.53999,362387.0
2009-09-02 05:30:00,NYSE:DRQ,41.61,42.45,40.95,42.13,237975.0
2009-09-03 05:30:00,NYSE:DRQ,42.46001,43.2,42.25,43.10001,459643.0
2009-09-04 05:30:00,NYSE:DRQ,42.86,44.11,42.63,43.92,172225.0
2009-09-08 05:30:00,NYSE:DRQ,44.46001,45.27,44.42,45.23,194718.0
2009-09-09 05:30:00,NYSE:DRQ,45.24001,45.64,44.17,45.5,188653.0
2009-09-10 05:30:00,NYSE:DRQ,45.60001,47.37,45.07001,46.92999,227416.0
2009-09-11 05:30:00,NYSE:DRQ,47.14,48.39,46.7,47.42,412575.0
